ibis,calzone,Animals,0,Food,0,Different
ibis,seahorse,Animals,0,Animals,1,Same
ibis,nougat,Animals,0,Food,1,Different
ibis,gnat,Animals,0,Animals,2,Same
ibis,paella,Animals,0,Food,2,Different
ibis,walrus,Animals,0,Animals,3,Same
ibis,guacamole,Animals,0,Food,3,Different
ibis,panda,Animals,0,Animals,4,Same
ibis,meatloaf,Animals,0,Food,4,Different
ibis,hen,Animals,0,Animals,5,Same
ibis,oatmeal,Animals,0,Food,5,Different
ibis,squirrel,Animals,0,Animals,6,Same
ibis,ginger,Animals,0,Food,6,Different
ibis,frog,Animals,0,Animals,7,Same
ibis,rice,Animals,0,Food,7,Different
ibis,monkey,Animals,0,Animals,8,Same
ibis,cake,Animals,0,Food,8,Different
ibis,horse,Animals,0,Animals,9,Same
ibis,beer,Animals,0,Food,9,Different
calzone,seahorse,Food,0,Animals,1,Different
calzone,nougat,Food,0,Food,1,Same
calzone,gnat,Food,0,Animals,2,Different
calzone,paella,Food,0,Food,2,Same
calzone,walrus,Food,0,Animals,3,Different
calzone,guacamole,Food,0,Food,3,Same
calzone,panda,Food,0,Animals,4,Different
calzone,meatloaf,Food,0,Food,4,Same
calzone,hen,Food,0,Animals,5,Different
calzone,oatmeal,Food,0,Food,5,Same
calzone,squirrel,Food,0,Animals,6,Different
calzone,ginger,Food,0,Food,6,Same
calzone,frog,Food,0,Animals,7,Different
calzone,rice,Food,0,Food,7,Same
calzone,monkey,Food,0,Animals,8,Different
calzone,cake,Food,0,Food,8,Same
calzone,horse,Food,0,Animals,9,Different
calzone,beer,Food,0,Food,9,Same
seahorse,nougat,Animals,1,Food,1,Different
seahorse,gnat,Animals,1,Animals,2,Same
seahorse,paella,Animals,1,Food,2,Different
seahorse,walrus,Animals,1,Animals,3,Same
seahorse,guacamole,Animals,1,Food,3,Different
seahorse,panda,Animals,1,Animals,4,Same
seahorse,meatloaf,Animals,1,Food,4,Different
seahorse,hen,Animals,1,Animals,5,Same
seahorse,oatmeal,Animals,1,Food,5,Different
seahorse,squirrel,Animals,1,Animals,6,Same
seahorse,ginger,Animals,1,Food,6,Different
seahorse,frog,Animals,1,Animals,7,Same
seahorse,rice,Animals,1,Food,7,Different
seahorse,monkey,Animals,1,Animals,8,Same
seahorse,cake,Animals,1,Food,8,Different
seahorse,horse,Animals,1,Animals,9,Same
seahorse,beer,Animals,1,Food,9,Different
nougat,gnat,Food,1,Animals,2,Different
nougat,paella,Food,1,Food,2,Same
nougat,walrus,Food,1,Animals,3,Different
nougat,guacamole,Food,1,Food,3,Same
nougat,panda,Food,1,Animals,4,Different
nougat,meatloaf,Food,1,Food,4,Same
nougat,hen,Food,1,Animals,5,Different
nougat,oatmeal,Food,1,Food,5,Same
nougat,squirrel,Food,1,Animals,6,Different
